SynId,KeyWord,Gloss,ParentId,SonId
SID-00492706-V,pollute,"make impure ""The industrial wastes polluted the lake""",NULL,NULL
SID-00493052-V,decontaminate,"rid of contamination ""The soil around the housing development had to be decontaminated by the city""",NULL,NULL
SID-00493259-V,contaminate,"make radioactive by adding radioactive material ""Don't drink the water--it's contaminated""",NULL,NULL
SID-00493517-V,debase,"lower in value by increasing the base-metal content",NULL,NULL
SID-00493703-V,devalue,"lower the value or quality of ""The tear devalues the painting""",NULL,NULL
SID-00493929-V,devalue,"remove the value from deprive of its value",NULL,NULL
SID-00494103-V,demonetize,"deprive of value for payment ""demonetize a coin""",NULL,NULL
SID-00494269-V,isolate,"place or set apart ""They isolated the political prisoners from the other inmates""",NULL,NULL
SID-00494613-V,segregate,"separate or isolate (one thing) from another and place in a group apart from others ""the sun segregates the carbon"" ""large mining claims are segregated into smaller claims""",NULL,NULL
SID-00494880-V,ghettoize,"put in a ghetto ""The Jews in Eastern Europe were ghettoized""",NULL,NULL
SID-00495038-V,insulate,"protect from heat cold or noise by surrounding with insulating material ""We had his bedroom insulated before winter came""",NULL,NULL
SID-00495336-V,weatherstrip,"provide with weatherstripping ""The window must be weatherstripped before the cold weather sets in""",NULL,NULL
SID-00495505-V,soundproof,"insulate against noise ""Proust had his apartment soundproofed""",NULL,NULL
SID-00495636-V,cloister,"seclude from the world in or as if in a cloister ""She cloistered herself in the office""",NULL,NULL
SID-00495808-V,set_apart,"set apart from others ""The dentist sequesters the tooth he is working on""",NULL,NULL
SID-00495998-V,withdraw,"keep away from others ""He sequestered himself in his study to write a book""",NULL,NULL
SID-00496266-V,quarantine,"place into enforced isolation as for medical reasons ""My dog was quarantined before he could live in England""",NULL,NULL
SID-00496489-V,maroon,"leave stranded on a desert island without resources ""The mutinous sailors were marooned on an island""",NULL,NULL
SID-00496673-V,let,"leave unchanged ""let it be""",NULL,NULL
SID-00496770-V,isolate,"obtain in pure form ""The chemist managed to isolate the compound""",NULL,NULL
SID-00496956-V,preisolate,"isolate beforehand",NULL,NULL
SID-00497061-V,supercharge,"increase or raise ""boost the voltage in an electrical circuit""",NULL,NULL
SID-00497219-V,ammonify,"treat with ammonia cause to undergo ammonification",NULL,NULL
SID-00497391-V,thoriate,"impregnate with thorium oxide to increase thermionic emission",NULL,NULL
SID-00497555-V,stuff,"treat with grease fill and prepare for mounting ""stuff a bearskin""",NULL,NULL
SID-00497705-V,saturate,"infuse or fill completely ""Impregnate the cloth with alcohol""",NULL,NULL
SID-00498016-V,charge,"saturate ""The room was charged with tension and anxiety""",NULL,NULL
SID-00498163-V,imbrue,"permeate or impregnate ""The war drenched the country in blood""",NULL,NULL
SID-00498299-V,tincture,"fill as with a certain quality ""The heavy traffic tinctures the air with carbon monoxide""",NULL,NULL
SID-00498530-V,calcify,"convert into lime ""the salts calcified the rock""",NULL,NULL
SID-00498662-V,calcify,"turn into lime become calcified ""The rock calcified over the centuries""",NULL,NULL
SID-00498836-V,coke,"become coke ""petroleum oils coke after distillation""",NULL,NULL
SID-00498988-V,calcify,"become impregnated with calcium salts",NULL,NULL
SID-00499162-V,decalcify,"remove calcium or lime from ""decalcify the rock""",NULL,NULL
SID-00499304-V,decalcify,"lose calcium or calcium compounds",NULL,NULL
SID-00499422-V,carnify,"become muscular or fleshy",NULL,NULL
SID-00499512-V,chondrify,"turn into cartilage ""The tissue chondrifies""",NULL,NULL
SID-00499642-V,citify,"accustom to urban ways ""Immigration will citify the country?""",NULL,NULL
SID-00499812-V,urbanize,"make more industrial or city-like ""The area was urbanized after many people moved in""",NULL,NULL
SID-00500055-V,urbanize,"impart urban habits ways of life or responsibilities upon ""Birds are being urbanized by people in outdoor cafes feeding them""",NULL,NULL
SID-00500356-V,industrialize,"develop industry become industrial ""The nations of South East Asia will quickly industrialize and catch up with the West""",NULL,NULL
SID-00500638-V,emulsify,"form into or become an emulsion ""The solution emulsified""",NULL,NULL
SID-00500834-V,emulsify,"cause to become an emulsion make into an emulsion",NULL,NULL
SID-00501048-V,demulsify,"break down into components",NULL,NULL
SID-00501159-V,demulsify,"cause to demulsify",NULL,NULL
SID-00501288-V,denazify,"free from Nazi ideology or detach from Nazi allegiance ""Germany was denazified after WW II"" ""The highest judges were never denazified""",NULL,NULL
SID-00501534-V,decarboxylate,"remove a carboxyl group from (a chemical compound)",NULL,NULL
SID-00501718-V,decarboxylate,"lose a carboxyl group ""the compound decarboxylated""",NULL,NULL
SID-00501896-V,cleanse,"purge of an ideology bad thoughts or sins ""Purgatory is supposed to cleanse you from your sins""",NULL,NULL
SID-00502085-V,nazify,"cause or force to adopt Nazism or a Nazi character ""Hitler nazified Germany in the 1930's"" ""The arts were nazified everywhere in Germany""",NULL,NULL
SID-00502332-V,denitrify,"remove nitrogen from ""Denitrify the soil""",NULL,NULL
SID-00502478-V,nitrify,"treat (soil) with nitrates",NULL,NULL
SID-00502623-V,dung,"fertilize or dress with dung ""you must dung the land""",NULL,NULL
SID-00502757-V,fertilize,"provide with fertilizers or add nutrients to ""We should fertilize soil if we want to grow healthy plants""",NULL,NULL
SID-00503058-V,topdress,"scatter manure or fertilizer over (land)",NULL,NULL
SID-00503164-V,stimulate,"act as a stimulant ""The book stimulated her imagination"" ""This play stimulates""",NULL,NULL
SID-00503569-V,innervate,"stimulate to action ""innervate a muscle or a nerve""",NULL,NULL
SID-00503715-V,irritate,"excite to some characteristic action or condition such as motion contraction or nervous impulse by the application of a stimulus ""irritate the glands of a leaf""",NULL,NULL
SID-00504019-V,vellicate,"irritate as if by a nip pinch or tear ""smooth surfaces can vellicate the teeth"" ""the pain is as if sharp points pinch your back""",NULL,NULL
SID-00504270-V,fertilize,"make fertile or productive ""The course fertilized her imagination""",NULL,NULL
SID-00504464-V,federalize,"put under the control and authority of a federal government",NULL,NULL
SID-00504676-V,nitrogenize,"treat with nitrogen or a nitrogen compound",NULL,NULL
SID-00504901-V,nitrify,"convert into nitric acid nitrous acid or nitrate especially with the action of nitrobacteria",NULL,NULL
SID-00505151-V,clarify,"make clear by removing impurities or solids as by heating ""clarify the butter"" ""clarify beer""",NULL,NULL
SID-00505349-V,detoxify,"remove poison from ""detoxify the soil""",NULL,NULL
SID-00505512-V,devitrify,"make (glassy materials) brittle or opaque",NULL,NULL
SID-00505620-V,embrittle,"make brittle",NULL,NULL
SID-00505717-V,devitrify,"become crystalline",NULL,NULL
SID-00505802-V,wire,"equip for use with electricity ""electrify an appliance""",NULL,NULL
SID-00506040-V,electrify,"charge (a conductor) with electricity",NULL,NULL
SID-00506225-V,esterify,"change (a compound) into an ester",NULL,NULL
SID-00506377-V,etherify,"change into an ether ""etherify an alcohol""",NULL,NULL
SID-00506539-V,fructify,"make productive or fruitful ""The earth that he fructified""",NULL,NULL
SID-00506672-V,fructify,"become productive or fruitful ""The seeds fructified""",NULL,NULL
SID-00506827-V,interstratify,"arrange rocks in alternating strata",NULL,NULL
SID-00506952-V,stratify,"form layers or strata ""The rock stratifies""",NULL,NULL
SID-00507143-V,jelly,"make into jelly ""jellify a liquid""",NULL,NULL
SID-00507331-V,jellify,"become jelly ""The sauce jellified""",NULL,NULL
SID-00507485-V,petrify,"change into stone ""the wood petrified with time""",NULL,NULL
SID-00507664-V,fossilize,"convert to a fossil ""The little animals fossilized and are now embedded in the limestone""",NULL,NULL
SID-00507913-V,dot,"mark with a dot ""dot your `i's""",NULL,NULL
SID-00508032-V,mark,"make or leave a mark on ""the scouts marked the trail"" ""ash marked the believers' foreheads""",NULL,NULL
SID-00508645-V,stigmatize,"mark with a stigma or stigmata ""They wanted to stigmatize the adulteress""",NULL,NULL
SID-00508844-V,raddle,"mark or paint with raddle",NULL,NULL
SID-00508933-V,striate,"mark with striae or striations",NULL,NULL
SID-00509100-V,ink,"mark coat cover or stain with ink ""he inked his finger""",NULL,NULL
SID-00509228-V,red-ink,"mark with red ink ""red-ink the area that is restricted""",NULL,NULL
SID-00509349-V,reline,"put new lines on ""reline the paper""",NULL,NULL
SID-00509449-V,dimple,"mark with or as if with dimples ""drops dimpled the smooth stream""",NULL,NULL
SID-00509607-V,spot,"mark with a spot or spots so as to allow easy recognition ""spot the areas that one should clearly identify""",NULL,NULL
SID-00509857-V,freckle,"mark with freckles",NULL,NULL
SID-00509958-V,spot,"become spotted ""This dress spots quickly""",NULL,NULL
SID-00510116-V,freckle,"become freckled ""I freckle easily""",NULL,NULL
SID-00510234-V,fox,"become discolored with or as if with mildew spots",NULL,NULL
SID-00510364-V,mottle,"colour with streaks or blotches of different shades",NULL,NULL
SID-00510576-V,harlequin,"variegate with spots or marks ""His face was harlequined with patches""",NULL,NULL
SID-00510713-V,crisscross,"mark with a pattern of crossing lines ""crisscross the sheet of paper""",NULL,NULL
SID-00510869-V,star,"mark with an asterisk ""Linguists star unacceptable sentences""",NULL,NULL
SID-00511040-V,flag,"provide with a flag ""Flag this file so that I can recognize it immediately""",NULL,NULL
SID-00511178-V,tip,"mark with a tip ""tip the arrow with the small stone""",NULL,NULL
SID-00511318-V,nick,"divide or reset the tail muscles of ""nick horses""",NULL,NULL
SID-00511430-V,tan,"treat skins and hides with tannic acid so as to convert them into leather",NULL,NULL
SID-00511636-V,dress,"convert into leather ""dress the tanned skins""",NULL,NULL
SID-00511763-V,bark,"tan (a skin) with bark tannins",NULL,NULL
SID-00511855-V,suds,"make froth or foam and become bubbly ""The river foamed""",NULL,NULL
SID-00512043-V,lather,"form a lather ""The shaving cream lathered""",NULL,NULL
SID-00512186-V,incapacitate,"make unable to perform a certain action ""disable this command on your computer""",NULL,NULL
SID-00512482-V,lay_up,"disable or confine as with an illness ""She was laid up with pneumonia for six weeks""",NULL,NULL
SID-00512640-V,nobble,"disable by drugging ""nobble the race horses""",NULL,NULL
SID-00512749-V,pinion,"cut the wings off (of birds)",NULL,NULL
SID-00512877-V,enable,"render capable or able for some task ""This skill will enable you to find a job on Wall Street"" ""The rope enables you to secure yourself when you climb the mountain""",NULL,NULL
SID-00513177-V,equip,"provide with abilities or understanding ""She was never equipped to be a dancer""",NULL,NULL
SID-00513344-V,buffer,"add a buffer (a solution) ""buffered saline solution for the eyes""",NULL,NULL
SID-00513492-V,play_down,"understate the importance or quality of ""he played down his royal ancestry""",NULL,NULL
SID-00513757-V,pick_up,"lift out or reflect from a background ""The scarf picks up the color of the skirt"" ""His eyes picked up his smile""",NULL,NULL
SID-00513936-V,wave_off,"dismiss as insignificant ""He waved off suggestions of impropriety""",NULL,NULL
SID-00514069-V,spotlight,"move into the foreground to make more visible or prominent ""The introduction highlighted the speaker's distinguished career in linguistics""",NULL,NULL
SID-00514463-V,set_off,"direct attention to as if by means of contrast ""This dress accentuates your nice figure!"" ""I set off these words by brackets""",NULL,NULL
SID-00514730-V,destress,"reduce the emphasis",NULL,NULL
SID-00514871-V,tenderize,"make tender or more tender as by marinating pounding or applying a tenderizer ""tenderize meat""",NULL,NULL
SID-00515154-V,treat,"subject to a process or treatment with the aim of readying for some purpose improving or remedying a condition ""process cheese"" ""process hair"" ""treat the water so it can be drunk"" ""treat the lawn with chemicals""  ""treat an oil spill""",NULL,NULL
SID-00516142-V,reverberate,"treat process heat melt or refine in a reverberatory furnace ""reverberate ore""",NULL,NULL
SID-00516294-V,curry,"treat by incorporating fat ""curry tanned leather""",NULL,NULL
SID-00516425-V,seed,"sprinkle with silver iodide particles to disperse and cause rain ""seed clouds""",NULL,NULL
SID-00516584-V,dose,"treat with an agent add (an agent) to ""The ray dosed the paint""",NULL,NULL
SID-00516747-V,sulphur,"treat with sulphur in order to preserve ""These dried fruits are sulphured""",NULL,NULL
SID-00516932-V,vulcanize,"subject to vulcanization ""vulcanized rubber""",NULL,NULL
SID-00517128-V,chrome,"treat with a chromium compound",NULL,NULL
SID-00517240-V,bituminize,"treat with bitumen",NULL,NULL
SID-00517365-V,agenize,"age or bleach flour with Agene (nitrogen trichloride)",NULL,NULL
SID-00517529-V,run,"cause to perform ""run a subject"" ""run a process""",NULL,NULL
SID-00517684-V,rerun,"cause to perform again ""We have to rerun the subjects--they misunderstood the instructions""",NULL,NULL
SID-00517847-V,charge,"energize a battery by passing a current through it in the direction opposite to discharge ""I need to charge my car battery""",NULL,NULL
SID-00518115-V,charge,"cause formation of a net electrical charge in or on ""charge a conductor""",NULL,NULL
SID-00518288-V,recharge,"charge anew ""recharge a battery""",NULL,NULL
SID-00518395-V,facilitate,"make easier ""you could facilitate the process by sharing your knowledge""",NULL,NULL
SID-00518653-V,mystify,"make mysterious ""mystify the story""",NULL,NULL
SID-00518852-V,demystify,"make less mysterious or remove the mystery from ""let's demystify the event by explaining what it is all about""",NULL,NULL
SID-00519056-V,bubble,"form produce or emit bubbles ""The soup was bubbling""",NULL,NULL
SID-00519229-V,bubble,"cause to form bubbles ""bubble gas through a liquid""",NULL,NULL
SID-00519363-V,sparkle,"become bubbly or frothy or foaming ""The boiling soup was frothing"" ""The river was foaming"" ""Sparkling water""",NULL,NULL
SID-00519751-V,seethe,"foam as if boiling ""a seething liquid""",NULL,NULL
SID-00519854-V,sweeten,"make sweeter more pleasant or more agreeable ""sweeten a deal""",NULL,NULL
SID-00520019-V,interrupt,"destroy the peace or tranquility of ""Don't interrupt me when I'm reading""",NULL,NULL
SID-00520194-V,cut_in,"interrupt a dancing couple in order to take one of them as one's own partner ""Jim always cuts in!""",NULL,NULL
SID-00520357-V,interrupt,"interfere in someone else's activity ""Please don't interrupt me while I'm on the phone""",NULL,NULL
SID-00520602-V,cut_short,"cause to end earlier than intended ""The spontaneous applause cut the singer short""",NULL,NULL
SID-00520760-V,de-ionate,"remove ions from ""ionate thyroxine""",NULL,NULL
SID-00520881-V,iodinate,"cause to combine with iodine ""iodinate thyroxine""",NULL,NULL
SID-00521033-V,de-iodinate,"remove iodine from ""de-iodinate the thyroxine""",NULL,NULL
SID-00521185-V,ionate,"add ions to",NULL,NULL
SID-00521296-V,upset,"disturb the balance or stability of ""The hostile talks upset the peaceful relations between the two countries""",NULL,NULL
SID-00521478-V,green,"turn or become green ""The trees are greening""",NULL,NULL
SID-00521641-V,blue,"turn blue",NULL,NULL
SID-00521748-V,thrombose,"become blocked by a thrombus ""the blood vessel thrombosed""",NULL,NULL
SID-00521874-V,diagonalize,"transform a matrix to a diagonal matrix",NULL,NULL
SID-00522068-V,archaize,"give an archaic appearance of character to ""archaized craftwork""",NULL,NULL
SID-00522282-V,take_effect,"go into effect or become effective or operative ""The new law will take effect next month""",NULL,NULL
SID-00522441-V,translate,"change the position of (figures or bodies) in space without rotation",NULL,NULL
SID-00522613-V,inform,"give character or essence to ""The principles that inform modern teaching""",NULL,NULL
SID-00522751-V,receive,"receive a specified treatment (abstract) ""These aspects of civilization do not find expression or receive an interpretation"" ""His movie received a good review"" ""I got nothing but trouble for my good intentions""",NULL,NULL
SID-00523095-V,take,"ascertain or determine by measuring computing or take a reading from a dial ""take a pulse"" ""A reading was taken of the earth's tremors""",NULL,NULL
SID-00523304-V,officialize,"make official ""We officialized our relationship""",NULL,NULL
SID-00523436-V,marbleize,"make something look like marble ""marbleize the fireplace""",NULL,NULL
SID-00523645-V,westernize,"make western in character ""The country was Westernized after it opened up""",NULL,NULL
SID-00523895-V,orientalize,"make oriental in character ""orientalize your garden""",NULL,NULL
SID-00524083-V,acetylize,"introduce an acetyl group into (a chemical compound)",NULL,NULL
SID-00524299-V,acetylize,"receive substitution of an acetyl group ""the compounds acetylated""",NULL,NULL
SID-00524530-V,achromatize,"remove color from ""achromatize the lenses""",NULL,NULL
SID-00524682-V,take_on,"take on a certain form attribute or aspect ""His voice took on a sad tone"" ""The story took a new turn"" ""he adopted an air of superiority"" ""She assumed strange manners"" ""The gods assume human or animal form in these fables""",NULL,NULL
SID-00525027-V,re-assume,"take on again as after a time lapse ""He re-assumed his old behavior""",NULL,NULL
SID-00525164-V,prim,"assume a prim appearance ""They mince and prim""",NULL,NULL
SID-00525281-V,parallel,"make or place parallel to something ""They paralleled the ditch to the highway""",NULL,NULL
SID-00525446-V,ritualize,"make or evolve into a ritual ""The growing up of children has become ritualized in many cultures""",NULL,NULL
SID-00525674-V,brominate,"react with bromine",NULL,NULL
SID-00525805-V,camp,"give an artificially banal or sexual quality to",NULL,NULL
SID-00525932-V,capacitate,"cause (spermatozoa) to undergo the physical changes necessary to fertilize an egg",NULL,NULL
SID-00526081-V,carboxylate,"treat (a chemical compound) with carboxyl or carboxylic acid",NULL,NULL
SID-00526229-V,caseate,"become cheeselike ""necrotic tissue caseates""",NULL,NULL
SID-00526339-V,caseate,"turn into cheese ""The milk caseated""",NULL,NULL
SID-00526441-V,hack_on,"fix a computer program piecemeal until it works ""I'm not very good at hacking but I'll give it my best""",NULL,NULL
SID-00526643-V,classicize,"make classic or classical",NULL,NULL
SID-00526749-V,clinker,"turn to clinker or form clinker under excessive heat in burning",NULL,NULL
SID-00526895-V,clinker,"clear out the cinders and clinker from ""we clinkered the fire frequently""",NULL,NULL
SID-00527034-V,cloture,"terminate debate by calling for a vote ""debate was closured"" ""cloture the discussion""",NULL,NULL
SID-00527232-V,compost,"convert to compost ""compost organic debris""",NULL,NULL
SID-00527367-V,conventionalize,"make conventional or adapt to conventions ""conventionalized behavior""",NULL,NULL
SID-00527572-V,cure,"prepare by drying salting or chemical processing in order to preserve ""cure meats"" ""cure pickles"" ""cure hay""",NULL,NULL
SID-00527801-V,cure,"be or become preserved ""the apricots cure in the sun""",NULL,NULL
SID-00527935-V,cure,"make (substances) hard and improve their usability ""cure resin"" ""cure cement"" ""cure soap""",NULL,NULL
SID-00528115-V,dun,"cure by salting ""dun codfish""",NULL,NULL
SID-00528225-V,corn,"preserve with salt ""corned beef""",NULL,NULL
SID-00528339-V,recuperate,"regain a former condition after a financial loss ""We expect the stocks to recover to $2.90"" ""The company managed to recuperate""",NULL,NULL
SID-00528608-V,rebound,"return to a former condition ""The jilted lover soon rallied and found new friends"" ""The stock market rallied""",NULL,NULL
SID-00528836-V,dawn,"become light ""It started to dawn and we had to get up""",NULL,NULL
SID-00528990-V,issue,"come out of ""Water issued from the hole in the wall"" ""The words seemed to come out by themselves""",NULL,NULL
SID-00529411-V,pop_out,"come out suddenly or forcefully ""you stick a bill in the vending machine and the change pops out""",NULL,NULL
SID-00529582-V,radiate,"issue or emerge in rays or waves ""Heat radiated from the metal box""",NULL,NULL
SID-00529759-V,leak,"enter or escape as through a hole or crack or fissure ""Water leaked out of the can into the backpack"" ""Gas leaked into the basement""",NULL,NULL
SID-00530017-V,escape,"issue or leak as from a small opening ""Gas escaped into the bedroom""",NULL,NULL
SID-00530177-V,fall,"come out issue ""silly phrases fell from her mouth""",NULL,NULL
SID-00530291-V,debouch,"pass out or emerge especially of rivers ""The tributary debouched into the big river""",NULL,NULL
SID-00530442-V,decoke,"remove carbon from (an engine)",NULL,NULL
SID-00530592-V,decimalize,"change to the decimal system ""The country decimalized the currency in 1975""",NULL,NULL
SID-00530829-V,decimalize,"change from fractions to decimals ""Stock prices will be decimalized in the year 2000""",NULL,NULL
SID-00531068-V,declutch,"disengage the clutch of a car",NULL,NULL
SID-00531163-V,delouse,"free of lice ""They deloused the prisoners after they liberated the camps""",NULL,NULL
SID-00531302-V,desolate,"reduce in population ""The epidemic depopulated the countryside""",NULL,NULL
SID-00531489-V,lower,"set lower ""lower a rating"" ""lower expectations""",NULL,NULL
SID-00531644-V,derate,"lower the rated electrical capability of electrical apparatus",NULL,NULL
SID-00531769-V,salinate,"add salt to ""salinated solution""",NULL,NULL
SID-00531904-V,desalt,"remove salt from ""desalinate water""",NULL,NULL
SID-00532115-V,take_away,"take away a part from diminish ""His bad manners detract from his good character""",NULL,NULL
SID-00532328-V,dizzy,"make dizzy or giddy ""a dizzying pace""",NULL,NULL
SID-00532429-V,poison,"add poison to ""Her husband poisoned her drink in order to kill her""",NULL,NULL
SID-00532607-V,objectify,"make external or objective or give reality to ""language externalizes our thoughts""",NULL,NULL
SID-00532886-V,glamourize,"make glamorous and attractive ""This new wallpaper really glamorizes the living room!""",NULL,NULL
SID-00533185-V,sentimentalize,"look at with sentimentality or turn into an object of sentiment ""Don't sentimentalize the past events""",NULL,NULL
SID-00533403-V,sole,"put a new sole on ""sole the shoes""",NULL,NULL
SID-00533527-V,vamp,"provide (a shoe) with a new vamp ""revamp my old boots""",NULL,NULL
SID-00533671-V,reheel,"put a new heel on ""heel shoes""",NULL,NULL
SID-00533773-V,honeycomb,"make full of cavities like a honeycomb",NULL,NULL
SID-00533897-V,introvert,"turn inside ""He introverted his feelings""",NULL,NULL
SID-00534094-V,laicize,"reduce to lay status ""laicize the parochial schools""",NULL,NULL
SID-00534222-V,politicize,"give a political character to ""politicize the discussion""",NULL,NULL
SID-00534369-V,radicalize,"make more radical in social or political outlook ""Her work in the developing world radicalized her""",NULL,NULL
SID-00534545-V,proof,"activate by mixing with water and sometimes sugar or milk ""proof yeast""",NULL,NULL
SID-00534680-V,romanticize,"make romantic in style ""The designer romanticized the little black dress""",NULL,NULL
SID-00534837-V,redden,"make red ""The setting sun reddened the sky""",NULL,NULL
SID-00535061-V,encrimson,"make crimson",NULL,NULL
SID-00535148-V,vermilion,"color vermilion",NULL,NULL
SID-00535256-V,carmine,"color carmine",NULL,NULL
SID-00535360-V,rubify,"make ruby red",NULL,NULL
SID-00535481-V,rubric,"adorn with ruby red color",NULL,NULL
SID-00535570-V,ruddle,"redden as if with a red ocher color",NULL,NULL
SID-00535669-V,rusticate,"lend a rustic character to ""rusticate the house in the country""",NULL,NULL
SID-00535844-V,sauce,"add zest or flavor to make more interesting ""sauce the roast""",NULL,NULL
SID-00535988-V,shoal,"become shallow ""the lake shallowed over time""",NULL,NULL
SID-00536143-V,shoal,"make shallow ""The silt shallowed the canal""",NULL,NULL
SID-00536304-V,tense,"increase the tension on ""alternately relax and tense your calf muscle"" ""tense the rope manually before tensing the spring""",NULL,NULL
SID-00536535-V,slack,"release tension on ""slack the rope""",NULL,NULL
SID-00536678-V,steepen,"make steeper ""The landslides have steepened the mountain sides""",NULL,NULL
SID-00536807-V,steepen,"become steeper ""The mountain side has steepened""",NULL,NULL
SID-00536921-V,superannuate,"retire or become ineligible because of old age or infirmity",NULL,NULL
SID-00537050-V,superannuate,"become obsolete",NULL,NULL
SID-00537153-V,ulcerate,"undergo ulceration ""Her stomach ulcerated""",NULL,NULL
SID-00537316-V,scramble,"make unintelligible ""scramble the message so that nobody can understand it""",NULL,NULL
SID-00537494-V,unscramble,"make intelligible ""Can you unscramble the message?""",NULL,NULL
SID-00537632-V,unsex,"remove the qualities typical of one's sex ""She unsexed herself""",NULL,NULL
SID-00537759-V,vitrify,"undergo vitrification become glassy or glass-like",NULL,NULL
SID-00537892-V,vitrify,"change into glass or a glass-like substance by applying heat",NULL,NULL
SID-00538043-V,vulcanize,"undergo vulcanization ""vulcanize rubber""",NULL,NULL
SID-00538199-V,pall,"become less interesting or attractive",NULL,NULL
SID-00538323-V,pall,"lose sparkle or bouquet ""wine and beer can pall""",NULL,NULL
SID-00538454-V,pall,"cause to become flat ""pall the beer""",NULL,NULL
SID-00538571-V,saponify,"convert into soap by hydrolizing an ester into an acid and alcohol as a result of treating it with an alkali ""saponify oils and fats""",NULL,NULL
SID-00538852-V,saponify,"become converted into soap by being hydrolized into an acid and alcohol as a result of being treated with an alkali ""the oil saponified""",NULL,NULL
SID-00539110-V,run,"progress by being changed ""The speech has to go through several more drafts"" ""run through your presentation before the meeting""",NULL,NULL
SID-00539338-V,settle,"establish or develop as a residence ""He settled the farm 200 years ago"" ""This land was settled by Germans""",NULL,NULL
SID-00539546-V,lead_up,"set in motion start an event or prepare the way for ""Hitler's attack on Poland led up to World War II""",NULL,NULL
SID-00539770-V,crack,"pass through (a barrier) ""Registrations cracked through the 30000 mark in the county""",NULL,NULL
SID-00539936-V,open_up,"make available ""This opens up new possibilities""",NULL,NULL
SID-00540101-V,open_up,"become available ""an opportunity opened up""",NULL,NULL
SID-00540235-V,widen,"extend in scope or range or area ""The law was extended to all citizens"" ""widen the range of applications"" ""broaden your horizon"" ""Extend your backyard""",NULL,NULL
SID-00540624-V,territorialize,"extend by adding territory",NULL,NULL
SID-00540739-V,globalize,"make world-wide in scope or application ""Markets are being increasingly globalized""",NULL,NULL
SID-00540946-V,extend,"expand the influence of ""The King extended his rule to the Eastern part of the continent""",NULL,NULL
SID-00541163-V,expand,"make bigger or wider in size volume or quantity ""expand the house by adding another wing""",NULL,NULL
SID-00541417-V,ream,"enlarge with a reamer ""ream a hole""",NULL,NULL
SID-00541551-V,ream,"remove by making a hole or by boring ""the dentist reamed out the debris in the course of the root canal treatment""",NULL,NULL
SID-00541746-V,stretch,"extend the scope or meaning of often unduly ""Stretch the limits"" ""stretch my patience"" ""stretch the imagination""",NULL,NULL
SID-00541953-V,emasculate,"deprive of strength or vigor ""The Senate emasculated the law""",NULL,NULL
SID-00542120-V,come,"reach or enter a state relation condition use or position ""The water came to a boil"" ""We came to understand the true meaning of life"" ""Their anger came to a boil"" ""I came to realize the true meaning of life"" ""The shoes came untied"" ""come into contact with a terrorist group"" ""his face went red"" ""your wish will come true""",NULL,NULL
SID-00542533-V,wash_out,"deplete of strength or vitality ""The illness washed her out""",NULL,NULL
SID-00542668-V,suspend,"make inoperative or stop ""suspend payments on the loan""",NULL,NULL
SID-00542809-V,dress_out,"kill and prepare for market or consumption ""dress a turkey""",NULL,NULL
SID-00543016-V,catch,"be struck or affected by ""catch fire"" ""catch the mood""",NULL,NULL
SID-00543161-V,bring_home,"make understandable and clear ""This brings home my point""",NULL,NULL
SID-00543287-V,catch_on,"become popular ""This fashion caught on in Paris""",NULL,NULL
SID-00543410-V,grow,"grow emotionally or mature ""The child developed beautifully in her new kindergarten"" ""When he spent a summer at camp the boy grew noticeably and no longer showed some of his old adolescent behavior""",NULL,NULL
SID-00543745-V,outgrow,"grow too large or too mature for ""I have outgrown these clothes"" ""She outgrew her childish habits""",NULL,NULL
SID-00543918-V,muddy,"make turbid ""muddy the water""",NULL,NULL
SID-00544011-V,transform,"subject to a mathematical transformation",NULL,NULL
SID-00544136-V,broil,"heat by a natural force ""The sun broils the valley in the summer""",NULL,NULL
SID-00544280-V,reheat,"heat again ""Please reheat the food from last night""",NULL,NULL
SID-00544404-V,poach,"cook in a simmering liquid ""poached apricots""",NULL,NULL
SID-00544549-V,raise,"raise in rank or condition ""The new law lifted many people from poverty""",NULL,NULL
SID-00544790-V,dignify,"raise the status of ""I shall not dignify this insensitive remark with an answer""",NULL,NULL
SID-00544936-V,exalt,"raise in rank character or status ""exalted the humble shoemaker to the rank of King's adviser""",NULL,NULL
SID-00545140-V,deify,"exalt to the position of a God ""the people deified their King""",NULL,NULL
SID-00545292-V,fly,"change quickly from one emotional state to another ""fly into a rage""",NULL,NULL
SID-00545422-V,harshen,"make harsh or harsher ""Winter harshened the look of the city""",NULL,NULL
SID-00545557-V,evolve,"gain through experience ""I acquired a strong aversion to television"" ""Children must develop a sense of right and wrong"" ""Dave developed leadership qualities in his new position"" ""develop a passion for painting""",NULL,NULL
SID-00545953-V,make,"develop into ""He will make a splendid father!""",NULL,NULL
SID-00546080-V,flow_out,"flow or spill forth",NULL,NULL
SID-00546192-V,emanate,"proceed or issue forth as from a source ""Water emanates from this hole in the ground""",NULL,NULL
SID-00546398-V,whiteout,"lose daylight visibility in heavy fog snow or rain",NULL,NULL
SID-00546528-V,dinge,"make dingy",NULL,NULL
SID-00546609-V,dinge,"make a dent or impression in ""dinge a soft hat""",NULL,NULL
SID-00546729-V,crescendo,"grow louder ""The music crescendoes here""",NULL,NULL
SID-00546873-V,decrescendo,"grow quieter ""The music decrescendoes here""",NULL,NULL
SID-00547022-V,assibilate,"change into a sibilant ""In the syllable /si/ the /s/ sibilates in Japanese""",NULL,NULL
