SynId,KeyWord,Gloss,ParentId,SonId
SID-00204491-A,forward,"used of temperament or behavior lacking restraint or modesty ""a forward child badly in need of discipline""",NULL,NULL
SID-00206003-A,balconied,"having balconies or a balcony ""the balconied houses of New Orleans""",NULL,NULL
SID-00206205-A,barrelled,"put in or stored in a barrel ""barreled beer""",NULL,NULL
SID-00206403-A,beaked,"having or resembling a beak",NULL,NULL
SID-00206750-A,billed,"having a beak or bill as specified ""a thick-billed bird"" ""a long-billed cap""",NULL,NULL
SID-00207034-A,rostrate,"having a beak or beaklike snout or proboscis",NULL,NULL
SID-00207133-A,short-billed,"having a short beak",NULL,NULL
SID-00207305-A,straight-billed,"having a straight beak",NULL,NULL
SID-00207389-A,thick-billed,"having a thick beak",NULL,NULL
SID-00207547-A,bedded,"having a bed or beds as specified",NULL,NULL
SID-00207809-A,single-bedded,"having single beds",NULL,NULL
SID-00207887-A,twin-bedded,"having twin beds",NULL,NULL
SID-00208052-A,beneficed,"having a benefice ""a beneficed clergyman""",NULL,NULL
SID-00208229-A,stratified,"deposited or arranged in horizontal layers ""stratified rock""",NULL,NULL
SID-00208447-A,foliated,"(especially of metamorphic rock) having thin leaflike layers or strata",NULL,NULL
SID-00208613-A,laminar,"arranged in or consisting of laminae",NULL,NULL
SID-00208749-A,superimposed,"with one layer on top of another ""superimposed rocks""",NULL,NULL
SID-00209620-A,grassy,"abounding in grass",NULL,NULL
SID-00209916-A,grasslike,"resembling grass",NULL,NULL
SID-00210281-A,gusseted,"provided or reinforced with gussets",NULL,NULL
SID-00211092-A,smooth-faced,"lacking hair on the face ""a smooth-faced boy of 14 years""",NULL,NULL
SID-00211221-A,depilatory,"able to remove hair or render hairless",NULL,NULL
SID-00211735-A,naked-muzzled,"having a muzzle that is hairless",NULL,NULL
SID-00211827-A,naked-tailed,"having a tail that is hairless",NULL,NULL
SID-00211916-A,nonhairy,"without hair ""tinea corporis is a fungal infection of the nonhairy parts of the skin""",NULL,NULL
SID-00212057-A,tonsured,"having a bald spot either shaved or natural ""tonsured monks""",NULL,NULL
SID-00213172-A,comose,"of certain seeds (such as cotton) having a tuft or tufts of hair ""comate (or comose) seeds"" ""a comal tuft""",NULL,NULL
SID-00213387-A,curly-haired,"covered with curly hair ""a curly-coated water spaniel""",NULL,NULL
SID-00213814-A,floccose,"(of plants) having tufts of soft woolly hairs",NULL,NULL
SID-00214001-A,furry,"covered with a dense coat of fine silky hairs ""furred animals"" ""a furry teddy bear""",NULL,NULL
SID-00214323-A,glossy-haired,"having glossy hair ""a glossy-coated foxhound""",NULL,NULL
SID-00214461-A,hispid,"(of animals or plants) having stiff coarse hairs or bristles ""plants with hispid stems""",NULL,NULL
SID-00214812-A,long-haired,"with long hair ""long-haired hippies""",NULL,NULL
SID-00215257-A,rough-haired,"having hair that feels rough",NULL,NULL
SID-00215344-A,shock-headed,"having a shock (or untidy mass) of hair ""shock-headed teenagers""",NULL,NULL
SID-00215468-A,short-haired,"with short hair ""a short-haired dog""",NULL,NULL
SID-00215564-A,silky-haired,"having hair that resembles silk",NULL,NULL
SID-00215654-A,silver-haired,"having hair the color of silver",NULL,NULL
SID-00215834-A,snake-haired,"(of monsters) having snakes for hair",NULL,NULL
SID-00216155-A,tomentous,"densely covered with short matted woolly hairs ""a tomentose leaf""",NULL,NULL
SID-00216420-A,wiry-coated,"(especially of dogs) having stiff wiry hair ""a wire-haired terrier""",NULL,NULL
SID-00216560-A,wiry,"of hair that resembles wire in stiffness ""wiry red hair""",NULL,NULL
SID-00216858-A,awny,"having awns i.e. bristlelike or hairlike appendages on the flowering parts of some cereals and grasses ""awned wheatgrass""",NULL,NULL
SID-00217075-A,bearded,"having a growth of hairlike awns ""bearded wheatgrass""",NULL,NULL
SID-00217297-A,bearing,"(of a structural member) withstanding a weight or strain",NULL,NULL
SID-00217563-A,nonbearing,"(of a structural member) supporting no vertical weight other than its own ""they took out a nonbearing wall""",NULL,NULL
SID-00221469-A,evil-looking,"having an evil appearance",NULL,NULL
SID-00222147-A,ill-favoured,"usually used of a face ""an ill-favored countenance""",NULL,NULL
SID-00222775-A,great_bellied,"having a prominent belly",NULL,NULL
SID-00222969-A,banded,"identified with a band especially around a leg ""kept watch for the return of their banded birds""",NULL,NULL
SID-00223220-A,belted,"having or provided with a belt ""a belted dress""",NULL,NULL
SID-00223504-A,belt-fed,"using belted ammunition",NULL,NULL
SID-00228025-A,prizewinning,"holding first place in a contest ""a champion show dog"" ""a prizewinning wine""",NULL,NULL
SID-00228485-A,sunday-go-to-meeting,"used of clothing ""my good clothes"" ""her Sunday-go-to-meeting clothes""",NULL,NULL
SID-00232620-A,amendatory,"effecting amendment ""added amendatory phrases to the text""",NULL,NULL
SID-00233263-A,bicameral,"composed of two legislative bodies",NULL,NULL
SID-00233353-A,unicameral,"composed of one legislative body",NULL,NULL
SID-00233442-A,bidirectional,"reactive or functioning or allowing movement in two usually opposite directions",NULL,NULL
SID-00233635-A,bifacial,"having two faces or fronts ""the Roman Janus is bifacial""",NULL,NULL
SID-00233756-A,duplex,"allowing communication in opposite directions simultaneously ""duplex system"" ""duplex telephony""",NULL,NULL
SID-00233925-A,two-way,"operating or permitting operation in either of two opposite directions ""a two-way valve"" ""two-way traffic"" ""two-way streets""",NULL,NULL
SID-00234106-A,unidirectional,"operating or moving or allowing movement in one direction only ""a unidirectional flow"" ""a unidirectional antenna"" ""a unidirectional approach to a problem""",NULL,NULL
SID-00234378-A,one-way,"moving or permitting movement in one direction only ""one-way streets"" ""a one-way ticket""",NULL,NULL
SID-00234522-A,simplex,"allowing communication in only one direction at a time or in telegraphy allowing only one message over a line at a time ""simplex system""",NULL,NULL
SID-00234733-A,unifacial,"having but one principal or specialized surface ""a primitive unifacial flint tool""",NULL,NULL
SID-00234872-A,faced,"having a face or facing especially of a specified kind or number often used in combination ""a neatly faced terrace""",NULL,NULL
SID-00235571-A,two-faced,"having two faces--one looking to the future and one to the past ""Janus the two-faced god""",NULL,NULL
SID-00235823-A,round-faced,"having a round face",NULL,NULL
SID-00235913-A,pale-faced,"having a pale face",NULL,NULL
SID-00236338-A,visaged,"having a face or visage as specified ""gloomy-visaged funeral directors""",NULL,NULL
SID-00236839-A,bibbed,"having a bib ""a bibbed apron""",NULL,NULL
SID-00236989-A,unilateral,"involving only one part or side ""unilateral paralysis"" ""a unilateral decision""",NULL,NULL
SID-00237156-A,one-party,"determined by a single party",NULL,NULL
SID-00237240-A,multilateral,"having many parts or sides",NULL,NULL
SID-00237788-A,two-sided,"having two sides or parts",NULL,NULL
SID-00238037-A,two-way,"involving two parts or elements ""a bipartite document"" ""a two-way treaty""",NULL,NULL
SID-00238189-A,joint,"involving both houses of a legislature ""a joint session of Congress""",NULL,NULL
SID-00238310-A,multipartite,"involving more than two parties",NULL,NULL
SID-00238400-A,quadrilateral,"having four sides",NULL,NULL
SID-00238490-A,five-sided,"having five sides",NULL,NULL
SID-00238564-A,six-sided,"having six sides",NULL,NULL
SID-00238636-A,seven-sided,"having seven sides",NULL,NULL
SID-00238712-A,eight-sided,"having eight sides",NULL,NULL
SID-00238788-A,nine-sided,"having nine sides",NULL,NULL
SID-00238862-A,ten-sided,"having ten sides",NULL,NULL
SID-00238934-A,eleven-sided,"having eleven sides",NULL,NULL
SID-00239012-A,twelve-sided,"having twelve sides",NULL,NULL
SID-00239090-A,quadripartite,"involving four parties",NULL,NULL
SID-00239185-A,tetramerous,"having or consisting of four similar parts tetramerous flowers",NULL,NULL
SID-00239325-A,three-cornered,"involving a group or set of three ""a three-cornered race""",NULL,NULL
SID-00239444-A,three-lobed,"having three lobes",NULL,NULL
SID-00239520-A,four-lobed,"having four lobes",NULL,NULL
SID-00239668-A,many-lobed,"having many lobes",NULL,NULL
SID-00239847-A,trilateral,"having three sides ""a trilateral figure""",NULL,NULL
SID-00240008-A,tripartite,"involving three parties or elements ""a tripartite treaty"" ""a tripartite division"" ""a three-way playoff""",NULL,NULL
SID-00240323-A,unimodal,"having a single mode",NULL,NULL
SID-00240417-A,binaural,"relating to or having or hearing with two ears ""binaural hearing""",NULL,NULL
SID-00240655-A,two-channel,"designating sound transmission from two sources through two channels",NULL,NULL
SID-00240842-A,monaural,"relating to or having or hearing with only one ear ""monaural deafness""",NULL,NULL
SID-00241004-A,one-eared,"having a single ear",NULL,NULL
SID-00241079-A,single-channel,"designating sound transmission or recording or reproduction over a single channel",NULL,NULL
SID-00241260-A,binucleated,"having two nuclei",NULL,NULL
SID-00241397-A,mononucleate,"having only one nucleus",NULL,NULL
SID-00241530-A,trinucleated,"having three nuclei",NULL,NULL
SID-00241672-A,two-footed,"having two feet",NULL,NULL
SID-00241816-A,quadrupedal,"having four feet",NULL,NULL
SID-00241952-A,black,"of or belonging to a racial group having dark skin especially of sub-Saharan African origin ""a great people--a black people--...injected new meaning and dignity into the veins of civilization""- Martin Luther King Jr.",NULL,NULL
SID-00242293-A,afro-american,"pertaining to or characteristic of Americans of African ancestry ""Afro-American culture"" ""many black people preferred to be called African-American or Afro-American""",NULL,NULL
SID-00242575-A,non-white,"having skin rich in melanin pigments ""National Association for the Advancement of Colored People"" ""dark-skinned peoples""",NULL,NULL
SID-00242832-A,negro,"relating to or characteristic of or being a member of the traditional racial division of mankind having brown to black pigmentation and tightly curled hair",NULL,NULL
SID-00243039-A,negroid,"characteristic of people traditionally classified as the Negro race ""negroid features""",NULL,NULL
SID-00243180-A,white,"of or belonging to a racial group having light skin coloration ""voting patterns within the white population""",NULL,NULL
SID-00243395-A,caucasoid,"of or relating to Caucasian people",NULL,NULL
SID-00243515-A,light-skinned,"having little skin pigmentation",NULL,NULL
SID-00243606-A,light-haired,"being or having light colored skin and hair and usually blue or grey eyes ""blond Scandinavians"" ""a house full of light-haired children""",NULL,NULL
SID-00243945-A,towheaded,"of hair color whitish",NULL,NULL
SID-00244054-A,fairish,"(used of hair or skin) pale or light-colored ""a fair complexion""",NULL,NULL
SID-00244199-A,sandy,"of hair color pale yellowish to yellowish brown ""flaxen locks""",NULL,NULL
SID-00244410-A,redheaded,"having red hair and usually fair skin",NULL,NULL
SID-00244820-A,adust,"burned brown by the sun ""of an adust complexion""- Sir Walter Scott",NULL,NULL
SID-00244958-A,tanned,"(of skin) having a tan color from exposure to the sun ""a young bronzed Apollo""",NULL,NULL
SID-00245112-A,browned,"(of skin) deeply suntanned",NULL,NULL
SID-00245200-A,dark,"brunet (used of hair or skin or eyes) ""dark eyes""",NULL,NULL
SID-00245319-A,dark-haired,"having hair of a dark color ""a dark-haired beauty""",NULL,NULL
SID-00245458-A,swarthy,"naturally having skin of a dark color ""a dark-skinned beauty"" ""gold earrings gleamed against her dusky cheeks"" ""a smile on his swarthy face"" ""`swart' is archaic""",NULL,NULL
SID-00245763-A,grizzled,"having dark hairs mixed with grey or white",NULL,NULL
SID-00245860-A,nutbrown,"of the color of nuts ""nutbrown hair""",NULL,NULL
SID-00246348-A,blebby,"(of glass or quartzite) marred by small bubbles or small particles of foreign material",NULL,NULL
SID-00247868-A,blood-filled,"containing blood ""the blood-filled centers of arteries and veins""",NULL,NULL
SID-00248118-A,bloodsucking,"drawing blood from the body of another ""a plague of bloodsucking insects""",NULL,NULL
SID-00249433-A,bloodless,"free from blood or bloodshed ""bloodless surgery"" ""a bloodless coup""",NULL,NULL
SID-00249576-A,unbloody,"achieved without bloodshed ""an unbloody transfer of power""",NULL,NULL
SID-00251373-A,nervy,"showing or requiring courage and contempt of danger ""the nervy feats of mountaineers""",NULL,NULL
SID-00252130-A,bashful,"self-consciously timid ""I never laughed being bashful lowering my head I looked at the wall""- Ezra Pound",NULL,NULL
SID-00252954-A,bound,"confined by bonds ""bound and gagged hostages""",NULL,NULL
SID-00253196-A,enchained,"bound with chains ""enchained demons strained in anger to gnaw on his bones"" ""prisoners in chains""",NULL,NULL
SID-00253361-A,shackled,"bound by chains fastened around the ankles",NULL,NULL
SID-00253469-A,rolled,"rolled up and secured ""furled sails bound securely to the spar"" ""a furled flag"" ""his rolled umbrella hanging on his arm""",NULL,NULL
SID-00253654-A,pinioned,"bound fast especially having the arms restrained",NULL,NULL
SID-00253757-A,tethered,"confined or restricted with or as if with a rope or chain",NULL,NULL
SID-00253869-A,trussed,"bound or secured closely ""the guard was found trussed up with his arms and legs securely tied"" ""a trussed chicken""",NULL,NULL
SID-00254046-A,wired,"tied or bound with wire ""wired bundles of newspapers""",NULL,NULL
SID-00254516-A,tied,"closed with a lace ""snugly laced shoes""",NULL,NULL
SID-00254615-A,untied,"with laces not tied ""teenagers slopping around in unlaced sneakers""",NULL,NULL
SID-00254746-A,tied,"fastened with strings or cords ""a neatly tied bundle""",NULL,NULL
SID-00254880-A,knotted,"tied with a knot ""his carefully knotted necktie""",NULL,NULL
SID-00255057-A,tangled,"in a confused mass ""pushed back her tangled hair"" ""the tangled ropes""",NULL,NULL
SID-00255308-A,fouled,"especially of a ship's lines etc ""with its sails afoul"" ""a foul anchor""",NULL,NULL
SID-00255582-A,entangled,"twisted together in a tangled mass ""toiled through entangled growths of mesquite""",NULL,NULL
SID-00255720-A,snarly,"tangled in knots or snarls ""a mass of knotted string"" ""snarled thread""",NULL,NULL
SID-00255918-A,matted,"tangled in a dense mass ""tried to push through the matted undergrowth""",NULL,NULL
SID-00256237-A,thrown_and_twisted,"twisted together as of filaments spun into a thread ""thrown silk is raw silk that has been twisted and doubled into yarn""",NULL,NULL
SID-00256538-A,unsnarled,"straightened out",NULL,NULL
SID-00256636-A,bound,"secured with a cover or binding often used as a combining form ""bound volumes"" ""leather-bound volumes""",NULL,NULL
SID-00257032-A,cased,"enclosed in a case",NULL,NULL
SID-00257102-A,half-bound,"(of books) having the back bound in one material and the sides in another",NULL,NULL
SID-00257232-A,paperbacked,"(of books) having a flexible binding",NULL,NULL
SID-00257742-A,bordered,"having a border especially of a specified kind sometimes used as a combining term ""black-bordered handkerchief""",NULL,NULL
SID-00258090-A,boxed,"enclosed in or set off by a border or box ""boxed sections of the report"" ""boxed announcements in the newspaper""",NULL,NULL
SID-00258255-A,featheredged,"having a rough edge used of handmade paper or paper resembling handmade",NULL,NULL
SID-00258411-A,edged,"having a specified kind of border or edge ""a black-edged card"" ""rough-edged leaves"" ""dried sweat left salt-edged patches""",NULL,NULL
SID-00258587-A,fringed,"surrounded as with a border or fringe sometimes used in combination ""a large suburban community...fringed by an industrial area"" ""a grass-fringed stream""",NULL,NULL
SID-00258797-A,lined,"bordered by a line of things ""tree lined streets""",NULL,NULL
SID-00258899-A,sawtoothed-edged,"(of leaves) having an edged resembling a sawtooth",NULL,NULL
SID-00259011-A,seagirt,"surrounded or enclosed by the sea",NULL,NULL
SID-00259177-A,white-edged,"having a white border",NULL,NULL
SID-00259256-A,unbordered,"having no border",NULL,NULL
SID-00259329-A,lotic,"of or relating to or living in actively moving water",NULL,NULL
SID-00259433-A,lentic,"of or relating to or living in still waters (as lakes or ponds)",NULL,NULL
SID-00259568-A,lower-class,"occupying the lowest socioeconomic position in a society",NULL,NULL
SID-00259957-A,proletarian,"belonging to or characteristic of the proletariat",NULL,NULL
SID-00260100-A,working-class,"of those who work for wages especially manual or industrial laborers ""party of the propertyless proletariat""- G.B.Shaw",NULL,NULL
SID-00260323-A,upper-lower-class,"occupying the upper part of the lower class",NULL,NULL
SID-00260430-A,middle-class,"occupying a socioeconomic position intermediate between those of the lower classes and the wealthy",NULL,NULL
SID-00260695-A,bourgeois,"belonging to the middle class",NULL,NULL
SID-00260973-A,lower-middle-class,"occupying the lower part of the middle socioeconomic range in a society",NULL,NULL
SID-00261109-A,upper-middle-class,"occupying the upper part of the middle socioeconomic range in a society",NULL,NULL
SID-00261245-A,upper-class,"occupying the highest socioeconomic position in a society",NULL,NULL
SID-00261602-A,property-owning,"owning land or securities as a principal source of revenue",NULL,NULL
SID-00261735-A,u,"(chiefly British) of or appropriate to the upper classes especially in language use",NULL,NULL
SID-00262124-A,brachycranic,"having a short broad head with a cephalic index of over 80",NULL,NULL
SID-00262328-A,short-headed,"having a brachycephalic head",NULL,NULL
SID-00262444-A,bullet-headed,"having a small round head",NULL,NULL
SID-00262529-A,dolichocranic,"having a relatively long head with a cephalic index of under 75",NULL,NULL
SID-00262705-A,long-headed,"having a dolichocephalic head",NULL,NULL
SID-00266985-A,gutless,"lacking courage or vitality ""he was a yellow gutless worm"" ""a spineless craven fellow""",NULL,NULL
SID-00267145-A,breast-fed,"(of an infant) fed milk from the mother's breast",NULL,NULL
SID-00267268-A,suckled,"(of an infant) breast-fed",NULL,NULL
SID-00267356-A,bottle-fed,"(of an infant) given milk from a bottle",NULL,NULL
SID-00267452-A,eupnoeic,"passing or able to pass air in and out of the lungs normally sometimes used in combination ""the boy was disappointed to find only skeletons instead of living breathing dinosaurs"" ""the heavy-breathing person on the telephone""",NULL,NULL
SID-00268748-A,winded,"breathing laboriously or convulsively",NULL,NULL
SID-00268869-A,crystalline,"consisting of or containing or of the nature of crystals ""granite is crystalline""",NULL,NULL
SID-00269063-A,crystallized,"having both internal structure and external form of a crystal ""quartz crystal is perfectly crystallized""",NULL,NULL
SID-00269241-A,microcrystalline,"containing crystals that are visible only under a microscope",NULL,NULL
SID-00269364-A,polycrystalline,"composed of aggregates of crystals ""polycrystalline metals""",NULL,NULL
SID-00269758-A,landed,"owning or consisting of land or real estate ""the landed gentry"" ""landed property""",NULL,NULL
SID-00269894-A,landless,"owning no land ""the landless peasantry""",NULL,NULL
SID-00270496-A,reddened,"lighted with red light as if with flames ""streets ablaze with lighted Christmas trees"" ""the inflamed clouds at sunset"" ""reddened faces around the campfire""",NULL,NULL
SID-00270732-A,autofluorescent,"emitting light via self-induced fluorescence",NULL,NULL
SID-00270856-A,bioluminescent,"(of living organisms) emitting light ""fireflies are bioluminescent""",NULL,NULL
SID-00271288-A,floodlit,"illuminated by means of floodlights ""the floodlit courtyard""",NULL,NULL
SID-00271419-A,fluorescent,"emitting light during exposure to radiation from an external source",NULL,NULL
SID-00271580-A,well-lighted,"provided with artificial light ""illuminated advertising"" ""looked up at the lighted windows"" ""a brightly lit room"" ""a well-lighted stairwell""",NULL,NULL
SID-00271813-A,incandescent,"emitting light as a result of being heated ""an incandescent bulb""",NULL,NULL
SID-00271966-A,lamplit,"lighted by a lamp ""our lamplit mountain retreat""",NULL,NULL
SID-00272950-A,white,"of summer nights in northern latitudes where the sun barely sets ""white nights""",NULL,NULL
SID-00273082-A,dark,"devoid of or deficient in light or brightness shadowed or black ""sitting in a dark corner"" ""a dark day"" ""dark shadows"" ""dark as the inside of a black cat""",NULL,NULL
SID-00274698-A,darkened,"become or made dark by lack of light ""a darkened house"" ""the darkened theater""",NULL,NULL
SID-00274833-A,darkening,"becoming dark or darker as from waning light or clouding over ""the darkening sky""",NULL,NULL
SID-00275106-A,darkling,"uncannily or threateningly dark or obscure ""a darkling glance"" ""secret operatives and darkling conspiracies""-Archibald MacLeish",NULL,NULL
SID-00276226-A,semidark,"partially devoid of light or brightness ""semidark room""",NULL,NULL
SID-00276472-A,shaded,"protected from heat and light with shade or shadow ""shaded avenues"" ""o'er the shaded billows rushed the night""- Alexander Pope",NULL,NULL
SID-00276689-A,murky,"dark or gloomy ""a murky dungeon"" ""murky rooms lit by smoke-blackened lamps""",NULL,NULL
SID-00277550-A,shaded,"(of pictures or drawings) drawn or painted with degrees or gradations of shadow ""the shaded areas of the face seemed to recede""",NULL,NULL
SID-00277749-A,hatched,"shaded by means of fine parallel or crossed lines",NULL,NULL
SID-00278006-A,moony,"lighted by moonlight ""the moonlit landscape""",NULL,NULL
SID-00279618-A,sparkly,"having brief brilliant points or flashes of light ""bugle beads all aglitter"" ""glinting eyes"" ""glinting water"" ""his glittering eyes were cold and malevolent"" ""shop window full of glittering Christmas trees"" ""glittery costume jewelry"" ""scintillant mica"" ""the scintillating stars"" ""a dress with sparkly sequins"" ""`glistering' is an archaic term""",NULL,NULL
SID-00280245-A,buttony,"small and round and shiny like a shiny bead or button ""bright beady eyes"" ""black buttony eyes""",NULL,NULL
SID-00282020-A,pearlescent,"having a play of lustrous rainbow colors ""an iridescent oil slick"" ""nacreous (or pearlescent) clouds looking like mother-of-pearl"" ""a milky opalescent (or opaline) luster""",NULL,NULL
SID-00283060-A,self-luminous,"having in itself the property of emitting light",NULL,NULL
SID-00284194-A,lustreless,"lacking luster or shine ""staring with lackluster eyes"" ""lusterless hair""",NULL,NULL
SID-00284816-A,low-beam,"used of headlights ""following with low-beam headlights""",NULL,NULL
SID-00285148-A,prejudiced,"being biased or having a belief or attitude formed beforehand ""a prejudiced judge""",NULL,NULL
SID-00285905-A,racist,"discriminatory especially on the basis of race or religion",NULL,NULL
SID-00286063-A,sexist,"discriminatory on the basis of sex (usually said of men's attitude toward women)",NULL,NULL
SID-00287640-A,narrow-minded,"lacking tolerance or flexibility or breadth of view ""a brilliant but narrow-minded judge"" ""narrow opinions""",NULL,NULL
SID-00288237-A,intolerant,"narrow-minded about cherished opinions",NULL,NULL
SID-00288362-A,self-opinionated,"obstinate in your opinions",NULL,NULL
SID-00288685-A,reconstructed,"adapted to social or economic change ""a reconstructed feminist""",NULL,NULL
SID-00288809-A,unreconstructed,"adhering to an attitude or position widely held to be outmoded ""peasants are still unreconstructed small capitalists at heart"" ""there are probably more unreconstructed Southerners than one would like to admit""",NULL,NULL
SID-00289365-A,unbroken,"not broken whole and intact in one piece ""fortunately the other lens is unbroken""",NULL,NULL
SID-00290337-A,broken-field,"varying in direction suddenly and frequently ""broken-field running""",NULL,NULL
SID-00290593-A,off-and-on,"intermittently stopping and starting ""fitful (or interrupted) sleep"" ""off-and-on static""",NULL,NULL
SID-00290784-A,halting,"fragmentary or halting from emotional strain ""uttered a few halting words of sorrow""",NULL,NULL
SID-00290923-A,unbroken,"marked by continuous or uninterrupted extension in space or time or sequence ""cars in an unbroken procession"" ""the unbroken quiet of the afternoon""",NULL,NULL
SID-00291338-A,uninterrupted,"having undisturbed continuity ""a convalescent needs uninterrupted sleep""",NULL,NULL
SID-00291471-A,fraternal,"like or characteristic of or befitting a brother ""brotherly feelings"" ""close fraternal ties""",NULL,NULL
SID-00291665-A,sororal,"like or characteristic of or befitting a sister ""sisterly kindness"" ""sororal concern""",NULL,NULL
SID-00291848-A,exergonic,"(biochemistry) of a process accompanied by the release of energy ""diffusion is an exergonic process""",NULL,NULL
SID-00292024-A,endergonic,"(biochemistry) of a process accompanied by or requiring the absorption of energy the products of the process are of greater free energy than the reactants ""photosynthesis is an endergonic process""",NULL,NULL
SID-00292298-A,fraternal,"(of twins) derived from two separate fertilized ova ""fraternal twins are biovular""",NULL,NULL
SID-00292448-A,monovular,"(of twins) derived from a single egg or ovum ""identical twins are monovular""",NULL,NULL
SID-00292750-A,belowground,"underneath the ground ""most of his friends are now belowground""",NULL,NULL
SID-00293248-A,at_work,"on the job ""had been at work for over an hour before her boss arrived""",NULL,NULL
SID-00293882-A,tied_up,"kept occupied or engaged ""she's tied up at the moment and can't see you"" ""the phone was tied up for almost an hour""",NULL,NULL
SID-00294579-A,work-shy,"disinclined to work or exertion ""faineant kings under whose rule the country languished"" ""an indolent hanger-on"" ""too lazy to wash the dishes"" ""shiftless idle youth"" ""slothful employees"" ""the unemployed are not necessarily work-shy""",NULL,NULL
SID-00295657-A,bony,"having bones especially many or prominent bones ""a bony shad fillet"" ""her bony wrist"" ""bony fish""",NULL,NULL
SID-00295924-A,bone,"consisting of or made up of bone ""a bony substance"" ""the bony framework of the body""",NULL,NULL
SID-00296061-A,boned,"having bones as specified ""his lanky long-boned body""",NULL,NULL
SID-00296482-A,deboned,"having had the bones removed ""a boneless rib roast"" ""a boned (or deboned) fish""",NULL,NULL
SID-00296625-A,fastened,"furnished or closed with buttons or something buttonlike",NULL,NULL
SID-00296783-A,botonnee,"(of a heraldic cross) having a cluster of three buttons or knobs at the end of each arm",NULL,NULL
SID-00296935-A,button-down,"of a shirt having the ends of the collar fastened down by buttons ""Brooks Brothers button-down shirts""",NULL,NULL
SID-00297598-A,bourgeois,"(according to Marxist thought) being of the property-owning class and exploitive of the working class",NULL,NULL
SID-00297755-A,private-enterprise,"subscribing to capitalistic competition",NULL,NULL
SID-00297897-A,laissez-faire,"with minimally restricted freedom in commerce",NULL,NULL
SID-00298041-A,socialistic,"advocating or following the socialist principles ""socialistic government""",NULL,NULL
SID-00298293-A,collective,"set up on the principle of collectivism or ownership and production by the workers involved usually under the supervision of a government ""collective farms""",NULL,NULL
SID-00298507-A,state-controlled,"subscribing to the socialistic doctrine of ownership by the people collectively",NULL,NULL
SID-00299144-A,squawky,"like the cackles or squawks a hen makes especially after laying an egg",NULL,NULL
SID-00299313-A,guttural,"like the sounds of frogs and crows ""a guttural voice"" ""acres of guttural frogs""",NULL,NULL
SID-00300007-A,jangly,"like the discordant ringing of nonmusical metallic objects striking together ""cowboys with jangling spurs""",NULL,NULL
SID-00300469-A,splitting,"resembling a sound of violent tearing as of something ripped apart or lightning splitting a tree ""the tree split with a great ripping sound"" ""heard a rending roar as the crowd surged forward""",NULL,NULL
SID-00301432-A,estimable,"may be computed or estimated ""a calculable risk"" ""computable odds"" ""estimable assets""",NULL,NULL
SID-00301589-A,numerable,"that can be counted ""countable sins"" ""numerable assets""",NULL,NULL
SID-00301951-A,unnumerable,"too numerous to be counted ""incalculable riches"" ""countless hours"" ""an infinite number of reasons"" ""innumerable difficulties"" ""the multitudinous seas"" ""myriad stars"" ""untold thousands""",NULL,NULL
SID-00302436-A,inestimable,"beyond calculation or measure ""of incalculable value"" ""an incomputable amount"" ""jewels of inestimable value"" ""immeasurable wealth""",NULL,NULL
SID-00307474-A,incapable,"(followed by `of') lacking capacity or ability ""incapable of carrying a tune"" ""he is incapable of understanding the matter"" ""incapable of doing the work""",NULL,NULL
SID-00308015-A,capable,"(followed by `of') having the temperament or inclination for ""no one believed her capable of murder""",NULL,NULL
SID-00308488-A,tended_to,"having a caretaker or other watcher",NULL,NULL
SID-00308593-A,uncared-for,"lacking needed care and attention",NULL,NULL
SID-00311044-A,particular,"providing specific details or circumstances ""a particular description of the room""",NULL,NULL
SID-00313387-A,carnivorous,"(used of plants as well as animals) feeding on animals ""carnivorous plants are capable of trapping and digesting small animals especially insects""",NULL,NULL
SID-00313836-A,piscivorous,"feeding on fishes",NULL,NULL
SID-00313911-A,predacious,"hunting and killing other animals for food",NULL,NULL
SID-00314023-A,herbivorous,"feeding only on plants",NULL,NULL
SID-00314265-A,anthophilous,"feeding on flowers ""some insects are anthophagous""",NULL,NULL
SID-00314390-A,baccivorous,"feeding on berries",NULL,NULL
SID-00314466-A,fruit-eating,"feeding on fruit",NULL,NULL
SID-00314559-A,grass-eating,"feeding on grasses",NULL,NULL
SID-00314639-A,plant-eating,"(of animals) feeding on plants",NULL,NULL
SID-00314794-A,saprozoic,"(of certain animals) feeding on dead or decaying animal matter",NULL,NULL
SID-00314927-A,saprophytic,"(of some plants or fungi) feeding on dead or decaying organic matter",NULL,NULL
SID-00315383-A,insectivorous,"(of animals and plants) feeding on insects",NULL,NULL
SID-00315631-A,apivorous,"feeding on bees",NULL,NULL
SID-00315702-A,myrmecophagous,"feeding on ants ""myrmecophagous squirrel""",NULL,NULL
SID-00315805-A,holozoic,"obtaining nourishment as animals do by ingesting complex organic matter",NULL,NULL
SID-00315931-A,holophytic,"obtaining nourishment as green plants do",NULL,NULL
SID-00316046-A,pistillate,"bearing or consisting of carpels",NULL,NULL
SID-00316167-A,acarpelous,"having no carpels",NULL,NULL
SID-00316572-A,carvel-built,"(of ships) built with flush (rather than overlapping) hull planks",NULL,NULL
SID-00316733-A,flush-seamed,"laid edge to edge (not overlapping)",NULL,NULL
SID-00316827-A,lap-streaked,"having overlapping hull planks",NULL,NULL
